loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
6;python3.7;lookdict_unicode_nodummy;90;eq.h:12-23,dictobject.c:317-336,dictobject.c:845-860;Single;1.13;0.24;0.24;0.24;0.24;0;0;1;;
9;python3.7;lookdict_unicode;91;eq.h:12-23,dictobject.c:317-336,dictobject.c:802-818;Single;0.66;0.14;0.14;0.14;0.14;0;0;1;;
1987;python3.7;slp_eval_frame_value;1805;ceval.c:1115-1115,ceval.c:1226-1231,ceval.c:1237-1237,ceval.c:1244-1245,ceval.c:1249-1251,ceval.c:1256-1261,ceval.c:1268-1268,ceval.c:1293-1293,ceval.c:2586-2586,ceval.c:3621-3621,ceval.c:3625-3626,ceval.c:3641-3642,ceval.c:3649-3652,ceval.c:3655-3655,ceval.c:3659-3659,ceval.c:3666-3667,ceval.c:3680-3680,ceval.c:3686-3693,ceval.c:3696-3699,ceval.c:3704-3706,ceval.c:3709-3722,ceval.c:3726-3728,ceval.c:3737-3737,ceval.c:3751-3752,ceval.c:3758-3761,ceval.c:3764-3764,ceval.c:3768-3769,ceval.c:3774-3776,ceval.c:3780-3780,ceval.c:3783-3783,ceval.c:3804-3808,ceval.c:4920-4927,ceval.c:4955-4955,ceval.c:4960-4965,ceval.c:4971-4973,ceval.c:4978-4978,ceval.c:4981-4981;Outermost;0.47;0.1;0.1;0.1;0.1;0;0;1;;
12;python3.7;lookdict_split;92;eq.h:12-23,dictobject.c:317-336,dictobject.c:890-905;Single;0.24;0.05;0.05;0.05;0.05;0;0;1;;
792;python3.7;subtype_dealloc;1137;typeobject.c:1228-1228,typeobject.c:1280-1286,typeobject.c:1292-1298;Single;0.16;0.03;0.03;0.03;0.03;0;0;1;;
1819;python3.7;PyUnicode_FromFormatV;1534;unicodeobject.c:2615-2619,unicodeobject.c:2623-2628,unicodeobject.c:2637-2644,unicodeobject.c:2653-2653,unicodeobject.c:2658-2660,unicodeobject.c:2664-2675,unicodeobject.c:2679-2681,unicodeobject.c:2684-2687,unicodeobject.c:2725-2725,unicodeobject.c:2887-2890,unicodeobject.c:2912-2915,unicodeobject.c:2922-2922,unicodeobject.c:2935-2935,unicodeobject.c:2938-2940,unicodeobject.c:2943-2943;InBetween;0.16;0.03;0.03;0.03;0.03;0;0;1;;
1970;python3.7;call_function;1760;ceval.c:5318-5320;Innermost;0.14;0.03;0.03;0.03;0.03;0;0;1;;
1;python3.7;frame_dealloc;88;frameobject.c:501-502;Single;0.14;0.03;0.03;0.03;0.03;0;0;1;;
204;python3.7;object_vacall;242;call.c:1393-1397;Single;0.12;0.02;0.02;0.02;0.02;0;0;1;;
859;python3.7;PyType_IsSubtype;1216;typeobject.c:1442-1443;Single;0.09;0.02;0.02;0.02;0.02;0;0;1;;
