function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;cats;label_name;flops;
1805;python3.7;slp_eval_frame_value;ceval.c:616-616,ceval.c:629-629,ceval.c:639-639,ceval.c:974-983,ceval.c:1001-1008,ceval.c:1017-1017,ceval.c:1024-1046,ceval.c:1054-1096,ceval.c:1105-1138,ceval.c:1163-1176,ceval.c:1196-1231,ceval.c:1237-1237,ceval.c:1244-1261,ceval.c:1268-1268,ceval.c:1293-1293,ceval.c:1301-1503,ceval.c:1511-1865,ceval.c:1871-1872,ceval.c:1879-1919,ceval.c:1926-1956,ceval.c:1962-1994,ceval.c:2001-2134,ceval.c:2141-2197,ceval.c:2203-2327,ceval.c:2333-2338,ceval.c:2347-2361,ceval.c:2369-2369,ceval.c:2375-2384,ceval.c:2392-2402,ceval.c:2411-2416,ceval.c:2423-2522,ceval.c:2528-2555,ceval.c:2562-2629,ceval.c:2636-2654,ceval.c:2661-2685,ceval.c:2691-2770,ceval.c:2777-2991,ceval.c:3002-3002,ceval.c:3008-3045,ceval.c:3051-3096,ceval.c:3108-3110,ceval.c:3117-3144,ceval.c:3150-3179,ceval.c:3212-3321,ceval.c:3327-3328,ceval.c:3338-3342,ceval.c:3349-3352,ceval.c:3367-3369,ceval.c:3384-3396,ceval.c:3402-3414,ceval.c:3420-3448,ceval.c:3455-3474,ceval.c:3480-3548,ceval.c:3557-3567,ceval.c:3578-3581,ceval.c:3592-3613,ceval.c:3621-3626,ceval.c:3641-3642,ceval.c:3649-3728,ceval.c:3737-3737,ceval.c:3746-3752,ceval.c:3758-3783,ceval.c:3804-3808,ceval.c:3814-3825,ceval.c:4644-4646,ceval.c:4660-4676,ceval.c:4685-4691,ceval.c:4698-4707,ceval.c:4715-4748,ceval.c:4762-4762,ceval.c:4770-4775,ceval.c:4782-4788,ceval.c:4801-4817,ceval.c:4844-4846,ceval.c:4920-4927,ceval.c:4955-4965,ceval.c:4971-4981,ceval.c:5179-5186,ceval.c:5192-5199,ceval.c:5331-5337,ceval.c:5397-5429,ceval.c:5435-5441,ceval.c:5452-5481,ceval.c:5492-5492,ceval.c:5498-5523,ceval.c:5530-5550,ceval.c:5563-5614,ceval.c:5621-5622,ceval.c:5628-5628,ceval.c:5636-5636,ceval.c:5649-5649,ceval.c:5664-5664,ceval.c:5684-5692;7.32;1.55;1.55;1.55;1.55;0;0;1;"100,0,0,0,0,0,0,0,0,0,0";slp_eval_frame_value;;
252956;libtorch_cpu.so;void c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::mul_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#14}::operator()() const::{lambda(float, float)#1}, at::native::(anonymous namespace)::mul_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#3}::operator()() const::{lambda(at::vec::AVX2::Vectorized<float>, at::vec)#2}> >(long, char**, long const*, long, long);;4;0.85;0.85;0.85;0.85;0;0;1;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1012function_refIFvPPcPKlllEE11callback_fnIN2at6native4AVX216VectorizedLoop2dIZZZNS9_12_GLOBAL__N_110mul_kernelERNS8_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE12_clEvEUlffE_ZZZNSC_10mul_kernelESE_ENKSF_clEvENKSG_clEvEUlNS8_3vec4AVX210VectorizedIfEESL_E0_EEEEvlS2_S4_ll;;
251049;libtorch_cpu.so;void c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::addcdiv_cpu_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#3}::operator()() const::{lambda()#14}::operator()() const::{lambda(float, float, float)#1}, at::native::(anonymous namespace)::addcdiv_cpu_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#3}::operator()() const::{lambda()#3}::operator()() const::{lambda(at::vec::AVX2::Vectorized<float>, at::vec, at::vec)#2}> >(long, char**, long const*, long, long);;3.58;0.76;0.76;0.76;0.76;0;0;1;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1012function_refIFvPPcPKlllEE11callback_fnIN2at6native4AVX216VectorizedLoop2dIZZZNS9_12_GLOBAL__N_1L18addcdiv_cpu_kernelERNS8_18TensorIteratorBaseERKNS_6ScalarEENKUlvE1_clEvENKUlvE12_clEvEUlfffE_ZZZNSC_L18addcdiv_cpu_kernelESE_SH_ENKSI_clEvENKSJ_clEvEUlNS8_3vec4AVX210VectorizedIfEESO_SO_E0_EEEEvlS2_S4_ll;;
320716;libtorch_cpu.so;mkl_blas_avx512_sgemm_kernel_nocopy_TN_b1;;2.73;0.58;0.58;0.58;0.58;0;0;1;"0,0,0,100,0,0,0,0,0,0,0";mkl_blas_avx512_sgemm_kernel_nocopy_TN_b1;;
90;python3.7;lookdict_unicode_nodummy;eq.h:12-23,dictobject.c:317-336,dictobject.c:736-766,dictobject.c:775-776,dictobject.c:828-828,dictobject.c:834-863;2.19;0.47;0.47;0.47;0.47;0;0;1;"100,0,0,0,0,0,0,0,0,0,0";lookdict_unicode_nodummy;;
320720;libtorch_cpu.so;mkl_blas_avx512_sgemm_kernel_nocopy_NT_b0;;1.67;0.36;0.36;0.36;0.36;0;0;1;"0,0,0,100,0,0,0,0,0,0,0";mkl_blas_avx512_sgemm_kernel_nocopy_NT_b0;;
-1;libc.so.6;unknown_function;;1.6;0.34;0.34;0.34;0.34;0;0;1;"0,0,0,0,0,0,0,0,0,100,0";Unknown function;;
248095;libtorch_cpu.so;void c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#14}::operator()() const::{lambda(float, float)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(at::vec::AVX2::Vectorized<float>, at::vec)#2}> >(long, char**, long const*, long, long);;1.46;0.31;0.31;0.31;0.31;0;0;1;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1012function_refIFvPPcPKlllEE11callback_fnIN2at6native4AVX216VectorizedLoop2dIZZZNS9_12_GLOBAL__N_110add_kernelERNS8_18TensorIteratorBaseERKNS_6ScalarEENKUlvE_clEvENKUlvE12_clEvEUlffE_ZZZNSC_10add_kernelESE_SH_ENKSI_clEvENKSJ_clEvEUlNS8_3vec4AVX210VectorizedIfEESO_E0_EEEEvlS2_S4_ll;;
1225;python3.7;_PyType_Lookup;typeobject.c:3134-3148,typeobject.c:3155-3157,typeobject.c:3166-3176,typeobject.c:3184-3187;1.25;0.26;0.26;0.26;0.26;0;0;1;"100,0,0,0,0,0,0,0,0,0,0";_PyType_Lookup;;
834;python3.7;PyObject_GenericGetAttr;object.c:1211-1238,object.c:1249-1258,object.c:1266-1290,object.c:1296-1302,object.c:1308-1310;1.25;0.26;0.26;0.26;0.26;0;0;1;"100,0,0,0,0,0,0,0,0,0,0";PyObject_GenericGetAttr;;
