block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
1325;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;al_dense_cython_lib.c:9791-9791,object.h:643-643;33.48;14.77;;;;;;;;
64697;libpython3.12.so.1.0;object.c:2611-2611,object.c:2625-2625;6.39;2.82;;;;;;;;
1262;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;al_dense_cython_lib.c:9757-9757,object.h:643-643;4.33;1.91;;;;;;;;
21110;libpython3.12.so.1.0;abstract.c:1175-1176,abstract.c:1249-1249;3.71;1.64;;;;;;;;
176421;libpython3.12.so.1.0;pycore_object.h:331-331,object.h:220-220;2.41;1.06;;;;;;;;
176431;libpython3.12.so.1.0;pycore_object.h:331-331,object.h:220-220;2.33;1.03;;;;;;;;
1260;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;al_dense_cython_lib.c:9748-9748,al_dense_cython_lib.c:9754-9756,object.h:233-233;2.23;0.98;;;;;;;;
1299;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;al_dense_cython_lib.c:9784-9788,object.h:220-220;2.04;0.9;;;;;;;;
1311;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;al_dense_cython_lib.c:9833-9833;1.49;0.66;;;;;;;;
43967;libpython3.12.so.1.0;floatobject.c:260-260,pycore_pystate.h:118-118;1.46;0.64;;;;;;;;
44281;libpython3.12.so.1.0;floatobject.c:142-143;1.16;0.51;;;;;;;;
48449;libpython3.12.so.1.0;object.h:243-243,object.h:701-701;1.16;0.51;;;;;;;;
48069;libpython3.12.so.1.0;listobject.c:2705-2705;1.04;0.46;;;;;;;;
1300;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;al_dense_cython_lib.c:9789-9790,object.h:233-233;1.03;0.45;;;;;;;;
1263;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;al_dense_cython_lib.c:9765-9765;1.02;0.45;;;;;;;;
43964;libpython3.12.so.1.0;floatobject.c:275-275,pycore_pystate.h:118-118;0.96;0.42;;;;;;;;
64578;libpython3.12.so.1.0;object.c:2193-2193,object.c:2205-2205;0.95;0.42;;;;;;;;
43969;libpython3.12.so.1.0;floatobject.c:264-266,floatobject.c:286-286,object.h:274-274;0.9;0.4;;;;;;;;
18792;libpython3.12.so.1.0;abstract.c:853-855,object.h:220-220;0.9;0.4;;;;;;;;
44282;libpython3.12.so.1.0;pycore_object.h:167-167,object.h:274-274;0.77;0.34;;;;;;;;
44279;libpython3.12.so.1.0;floatobject.c:136-137,pycore_pystate.h:118-118;0.72;0.32;;;;;;;;
64580;libpython3.12.so.1.0;object.c:2197-2197,object.c:2210-2210;0.71;0.31;;;;;;;;
44278;libpython3.12.so.1.0;floatobject.c:132-132,pycore_pystate.h:118-118;0.71;0.31;;;;;;;;
66623;libpython3.12.so.1.0;obmalloc.c:1540-1544;0.67;0.29;;;;;;;;
21396;libpython3.12.so.1.0;abstract.c:855-855,abstract.c:1099-1099,object.h:220-220;0.62;0.27;;;;;;;;
44829;libpython3.12.so.1.0;floatobject.c:596-596,object.h:220-220,object.h:382-382;0.59;0.26;;;;;;;;
44769;libpython3.12.so.1.0;floatobject.c:616-616,object.h:220-220,object.h:382-382;0.58;0.25;;;;;;;;
1318;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;object.h:646-646;0.51;0.22;;;;;;;;
44782;libpython3.12.so.1.0;floatobject.c:620-622;0.47;0.21;;;;;;;;
1065;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;al_dense_cython_lib.c:9843-9846,object.h:220-220;0.45;0.2;;;;;;;;
1264;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;object.h:646-646;0.42;0.18;;;;;;;;
6980;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;object.h:242-242,object.h:700-700;0.42;0.18;;;;;;;;
6982;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;object.h:704-704;0.41;0.18;;;;;;;;
6995;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;object.h:242-242,object.h:700-700;0.4;0.17;;;;;;;;
66331;libpython3.12.so.1.0;obmalloc.c:1028-1029;0.38;0.17;;;;;;;;
18816;libpython3.12.so.1.0;abstract.c:882-882;0.35;0.15;;;;;;;;
21411;libpython3.12.so.1.0;abstract.c:1114-1114;0.34;0.15;;;;;;;;
6989;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;object.h:242-242,object.h:700-700;0.34;0.15;;;;;;;;
6997;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;object.h:704-704;0.34;0.15;;;;;;;;
66621;libpython3.12.so.1.0;obmalloc.c:1531-1535;0.33;0.14;;;;;;;;
21420;libpython3.12.so.1.0;abstract.c:884-884;0.33;0.14;;;;;;;;
18808;libpython3.12.so.1.0;abstract.c:898-898;0.33;0.14;;;;;;;;
66327;libpython3.12.so.1.0;obmalloc.c:1017-1017,obmalloc.c:1795-1795;0.32;0.14;;;;;;;;
44842;libpython3.12.so.1.0;floatobject.c:600-602;0.31;0.13;;;;;;;;
1066;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;al_dense_cython_lib.c:9847-9848,object.h:233-233;0.31;0.13;;;;;;;;
66333;libpython3.12.so.1.0;obmalloc.c:1126-1129;0.29;0.13;;;;;;;;
6969;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;al_dense_cython_lib.c:7020-7020;0.28;0.12;;;;;;;;
44774;libpython3.12.so.1.0;object.h:220-220,object.h:382-382;0.27;0.12;;;;;;;;
6977;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;al_dense_cython_lib.c:7031-7031;0.27;0.12;;;;;;;;
21116;libpython3.12.so.1.0;abstract.c:1268-1268;0.26;0.11;;;;;;;;
18794;libpython3.12.so.1.0;abstract.c:856-856,abstract.c:863-863;0.26;0.11;;;;;;;;
6974;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;al_dense_cython_lib.c:7029-7029;0.26;0.11;;;;;;;;
6999;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;al_dense_cython_lib.c:7047-7047;0.26;0.11;;;;;;;;
7005;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;object.h:242-242,object.h:700-700;0.26;0.11;;;;;;;;
7017;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;al_dense_cython_lib.c:7011-7011;0.26;0.11;;;;;;;;
44834;libpython3.12.so.1.0;object.h:220-220,object.h:382-382;0.25;0.11;;;;;;;;
7015;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;object.h:704-704;0.24;0.1;;;;;;;;
21419;libpython3.12.so.1.0;abstract.c:882-882;0.23;0.1;;;;;;;;
21118;libpython3.12.so.1.0;abstract.c:1188-1188;0.23;0.1;;;;;;;;
1089;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;object.h:646-646;0.23;0.1;;;;;;;;
4526;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;object.h:242-242,object.h:700-700;0.2;0.09;;;;;;;;
66635;libpython3.12.so.1.0;obmalloc.c:1359-1362;0.19;0.08;;;;;;;;
6986;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;al_dense_cython_lib.c:7040-7040;0.19;0.08;;;;;;;;
6996;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;object.h:242-242,object.h:700-700;0.18;0.08;;;;;;;;
18817;libpython3.12.so.1.0;abstract.c:884-884;0.17;0.07;;;;;;;;
5198;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;object.h:242-242,object.h:700-700;0.17;0.07;;;;;;;;
1090;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;al_dense_cython_lib.c:9853-9853,al_dense_cython_lib.c:9887-9887;0.16;0.07;;;;;;;;
48444;libpython3.12.so.1.0;object.h:798-798,listobject.c:356-356;0.16;0.07;;;;;;;;
5553;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;object.h:242-242,object.h:700-700;0.14;0.06;;;;;;;;
7000;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;object.h:704-704;0.14;0.06;;;;;;;;
7197;al_dense_cython_lib.cpython-312-x86_64-linux-gnu.so;object.h:242-242,object.h:700-700;0.12;0.05;;;;;;;;
48071;libpython3.12.so.1.0;listobject.c:2705-2705;0.12;0.05;;;;;;;;
