group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
18;SSSSSLLLLLSSSSLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;80,64,48,16,32,32,16,48,64,80,64,48,16,32,64,48,16,32,;0x131b4a,0x131b52,0x131b57,0x131b5c,0x131b61,0x131b69,0x131b6e,0x131b7c,0x131b81,0x131b86,0x131b14,0x131b19,0x131b1e,0x131b23,0x131b2a,0x131b2f,0x131b3b,0x131b40,;Not mono block loop;0;Success;144;40;104;72;0;1;
2;LL;TEST,MOV,;169,328,;0x131597,0x131618,;Not mono block loop;0;Success;9;9;0;167;0;1;
2;LL;MOV,TEST,;8,169,;0x131582,0x131739,;Not mono block loop;0;Success;9;9;0;162;0;1;
1;L;MOV,;48,;0x13176d,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;48,;0x13158f,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0x131579,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LL;MOV,MOV,;8,168,;0x131593,0x131759,;Not mono block loop;0;Success;16;16;0;168;0;2;
1;L;MOV,;8,;0x131746,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;CMP,;-16,;0x1315f9,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LL;TEST,MOV,;169,328,;0x131586,0x1315e0,;Not mono block loop;0;Success;9;9;0;167;0;1;
1;L;MOV,;8,;0x131771,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;CMP,;-16,;0x131631,;Not mono block loop;0;Success;8;8;0;8;0;1;
