group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;S;MOV,;24,;0x14abb8,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LL;MOV,MOV,;8,8,;0x14acb4,0x14aaad,;Not mono block loop;0;Success;16;8;8;8;0;2;
2;LS;MOV,MOV,;8,8,;0x14ace5,0x14acf9,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;S;MOV,;0,;0x14acf6,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;16,;0x14aa12,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x14aa70,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;MOV,MOV,;-8,-16,;0x14ace1,0x14acfd,;Not mono block loop;0;Success;16;16;0;16;0;1;
2;SS;MOV,MOV,;40,40,;0x14ad6b,0x14ac3f,;Not mono block loop;0;Success;16;8;8;8;0;2;
11;LLLSSLSLLLS;MOV,MOV,MOV,MOV,MOV,MOV,MOVAPS,MOV,MOV,MOV,MOV,;32,8,0,8,0,36,16,32,16,24,16,;0x14aa4f,0x14aa8d,0x14aa95,0x14aa97,0x14aa9e,0x14aaed,0x14ab10,0x14aba9,0x14abac,0x14abb0,0x14abca,;Not mono block loop;0;Success;76;36;40;40;0;1;
1;L;MOV,;0,;0x14aafa,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;MOV,;16,;0x14abbc,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;MOV,;40,;0x14ad1c,;Not mono block loop;0;Success;8;8;0;8;0;1;
17;LLLLLLLSLLLSSLSSS;MOV,MOV,MOV,CMP,MOV,MOV,MOV,DEC,MOV,MOV,MOV,MOV,DEC,CMP,MOV,MOV,MOV,;2536678,2484593,2484547,2669168,2669731,2484356,2484310,2668864,2668499,2668386,2484414,2668364,2668337,2668512,2668465,2668492,2668440,;0x14aa0b,0x14aa28,0x14aa36,0x14aa52,0x14aa5e,0x14ab55,0x14ab63,0x14ab79,0x14ad06,0x14ad6f,0x14ad7b,0x14ad85,0x14ad98,0x14ad20,0x14ad28,0x14ad35,0x14ad41,;Not mono block loop;0;Success;132;131;1;185429;0;1;
2;LS;CMP,MOV,;0,0,;0x14ac0d,0x14ac14,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;S;MOV,;40,;0x14ac59,;Not mono block loop;0;Success;8;8;0;8;0;1;
3;LSS;CMP,MOV,MOV,;16,32,32,;0x14aca4,0x14ad67,0x14ac32,;Not mono block loop;0;Success;20;12;8;24;0;1;
2;LS;MOV,MOV,;24,24,;0x14aafe,0x14ab14,;Not mono block loop;0;Success;16;8;8;8;0;1;
2;LS;MOV,MOV,;0,0,;0x14abd5,0x14abf2,;Not mono block loop;0;Success;16;8;8;8;0;1;
17;LLSLSLLLSSLSSLLLS;MOV,MOV,MOV,MOV,MOV,CMP,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOVUPS,;24,16,24,40,16,20,32,40,40,32,0,32,0,40,32,32,32,;0x14abc3,0x14abc7,0x14abd9,0x14abe5,0x14abf8,0x14abfb,0x14ad4d,0x14ad5a,0x14ad0f,0x14ad13,0x14ad82,0x14ad8c,0x14ad9f,0x14ac21,0x14ac25,0x14ac36,0x14ac50,;Not mono block loop;0;Success;132;40;92;48;0;1;
2;LS;MOV,MOV,;660,660,;0x14aa16,0x14aa22,;Not mono block loop;0;Success;8;4;4;4;0;1;
1;S;MOV,;-16,;0x14aa91,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;MOV,;16,;0x14ab18,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;MOV,MOV,;32,32,;0x14ac43,0x14ac5d,;Not mono block loop;0;Success;16;8;8;8;0;1;
2;LL;SUB,SUB,;40,40,;0x14acb9,0x14aab2,;Not mono block loop;0;Success;16;8;8;8;0;2;
