loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
934;python3.12;_Py_dict_lookup;4867;unicodeobject.h:219-219,unicodeobject.h:247-250,unicodeobject.h:262-262,unicodeobject.h:280-280,dictobject.c:344-344,dictobject.c:348-350,dictobject.c:353-353,dictobject.c:360-360,dictobject.c:932-933,dictobject.c:937-938,dictobject.c:942-942,dictobject.c:945-946,dictobject.c:949-949,dictobject.c:954-954,dictobject.c:958-958,dictobject.c:961-962,eq.h:9-16;Outermost;0.73;0.15;;;;;;;;
936;python3.12;_Py_dict_lookup;4867;dictobject.c:934-937;Innermost;0.41;0.09;;;;;;;;
1320;python3.12;gc_collect_main;5067;pycore_gc.h:60-60,gcmodule.c:322-323;Innermost;0.41;0.09;;;;;;;;
1330;python3.12;deduce_unreachable;5069;pycore_pystate.h:118-118,pycore_gc.h:60-68,pycore_gc.h:74-74,object.h:243-243,gcmodule.c:107-107,gcmodule.c:289-292,gcmodule.c:424-424,gcmodule.c:430-433;Single;0.39;0.08;;;;;;;;
1325;python3.12;gc_collect_main;5067;typeobject.c:5307-5307,tupleobject.c:136-136,tupleobject.c:140-141,tupleobject.c:145-145,pycore_gc.h:40-40,pycore_gc.h:59-60,pycore_gc.h:63-63,pycore_gc.h:68-68,pycore_gc.h:74-74,pycore_object.h:248-249,pycore_object.h:331-332,object.h:220-220,object.h:234-234,gcmodule.c:648-648,gcmodule.c:651-651;Outermost;0.24;0.05;;;;;;;;
929;python3.12;take_gil;4850;pycore_pystate.h:19-19,pycore_pystate.h:59-59,pycore_runtime.h:204-204,ceval_gil.c:67-67,ceval_gil.c:76-76,ceval_gil.c:83-85,ceval_gil.c:356-356,ceval_gil.c:378-378,ceval_gil.c:403-416,ceval_gil.c:432-432,ceval_gil.c:440-456,ceval_gil.c:470-470,ceval_gil.c:483-490,condvar.h:73-77,thread_pthread.h:149-153,thread_pthread.h:160-161,thread_pthread.h:316-319,pycore_interp.h:209-209;Single;0.22;0.05;;;;;;;;
1230;python3.12;initialize_locals;5058;object.c:864-864,object.c:871-875,object.h:243-243,object.h:647-647,object.h:701-701,object.h:967-967,ceval.c:1373-1376,ceval.c:1379-1379,ceval.c:1388-1391,ceval.c:1397-1400,ceval.c:1403-1403,ceval.c:1409-1409,ceval.c:1425-1425,ceval.c:1428-1428,ceval.c:1439-1439,ceval.c:1445-1445;Outermost;0.19;0.04;;;;;;;;
1328;python3.12;deduce_unreachable;5069;pycore_gc.h:68-68,pycore_gc.h:74-74,gcmodule.c:86-86,gcmodule.c:92-92,gcmodule.c:586-587,gcmodule.c:596-602,gcmodule.c:621-621,gcmodule.c:631-636;Single;0.17;0.04;;;;;;;;
1311;python3.12;gc_collect_main;5067;floatobject.c:2008-2008,floatobject.c:2014-2017,typeobject.c:5307-5307,tupleobject.c:974-974,dictobject.c:1133-1133,dictobject.c:1137-1142,dictobject.c:1148-1153,dictobject.c:1159-1163,pycore_gc.h:37-37,pycore_gc.h:40-40,pycore_gc.h:59-60,pycore_gc.h:63-63,pycore_gc.h:68-68,pycore_gc.h:74-75,pycore_object.h:248-250,pycore_object.h:331-332,pycore_pyerrors.h:23-23,object.h:220-220,gcmodule.c:236-238,gcmodule.c:243-243,gcmodule.c:301-301,gcmodule.c:321-322,gcmodule.c:663-663,gcmodule.c:666-666,gcmodule.c:716-716,gcmodule.c:746-746,gcmodule.c:774-774,gcmodule.c:786-786,gcmodule.c:952-952,gcmodule.c:1056-1059,gcmodule.c:1184-1184,gcmodule.c:1200-1200,gcmodule.c:1256-1257,gcmodule.c:1277-1277,gcmodule.c:1284-1284,gcmodule.c:1302-1302,gcmodule.c:1307-1307,gcmodule.c:1312-1314,gcmodule.c:1328-1329,gcmodule.c:1342-1346,gcmodule.c:1350-1352,gcmodule.c:1360-1360,pycore_dict.h:134-135;Outermost;0.15;0.03;;;;;;;;
935;python3.12;_Py_dict_lookup;4867;dictobject.c:344-346,dictobject.c:933-933,dictobject.c:942-953,dictobject.c:961-962;Innermost;0.15;0.03;;;;;;;;
1405;python3.12;_PyEvalFrameClearAndPop;5126;object.c:2611-2611,object.c:2625-2625,frame.c:139-140,object.h:243-243,object.h:701-705,object.h:798-798;Single;0.15;0.03;;;;;;;;
1323;python3.12;gc_collect_main;5067;pycore_gc.h:59-60,gcmodule.c:663-666;Innermost;0.15;0.03;;;;;;;;
938;python3.12;_Py_dict_lookup;4867;unicodeobject.h:250-250,dictobject.c:927-929,dictobject.c:958-958,dictobject.c:1053-1053,dictobject.c:1063-1063,pycore_dict.h:134-135;Outermost;0.1;0.02;;;;;;;;
