name;time_p;time_s;cpi_ratio;
/home/aaron/.conda/envs/python3.9.19-env/bin/python3.9;29.28;6.71;;
/home/aaron/.conda/envs/python3.9.19-env/lib/python3.9/site-packages/tensorflow/libtensorflow_cc.so.2;24.82;5.69;;
/home/aaron/.conda/envs/python3.9.19-env/lib/python3.9/site-packages/tensorflow/libtensorflow_framework.so.2;15.6;3.57;;
anon;13.09;3;;
/usr/lib/libc.so.6;7.36;1.68;;
kernel;4.58;1.05;;
/home/aaron/.conda/envs/python3.9.19-env/lib/python3.9/site-packages/numpy/core/_multiarray_umath.cpython-39-x86_64-linux-gnu.so;1.14;0.26;;
/home/aaron/.conda/envs/python3.9.19-env/lib/python3.9/site-packages/tensorflow/python/_pywrap_tensorflow_internal.so;0.84;0.19;;
/home/aaron/.conda/envs/python3.9.19-env/lib/python3.9/site-packages/tensorflow/python/framework/_dtypes.so;0.63;0.15;;
/usr/lib/ld-linux-x86-64.so.2;0.49;0.11;;
/usr/lib/libstdc++.so.6.0.33;0.47;0.11;;
/home/aaron/.conda/envs/python3.9.19-env/lib/python3.9/site-packages/tensorflow/python/_pywrap_tfe.so;0.41;0.09;;
/usr/lib/libm.so.6;0.32;0.07;;
/home/aaron/.conda/envs/python3.9.19-env/lib/libz.so.1.2.13;0.29;0.07;;
/home/aaron/.conda/envs/python3.9.19-env/lib/python3.9/site-packages/google/_upb/_message.abi3.so;0.28;0.06;;
/home/aaron/.conda/envs/python3.9.19-env/lib/python3.9/site-packages/tensorflow/python/util/_pywrap_utils.so;0.14;0.03;;
[vdso];0.12;0.03;;
/home/aaron/.conda/envs/python3.9.19-env/lib/libcrypto.so.3;0.04;0.01;;
/home/aaron/.conda/envs/python3.9.19-env/lib/python3.9/site-packages/tensorflow/python/client/_pywrap_tf_session.so;0.04;0.01;;
/home/aaron/.conda/envs/python3.9.19-env/lib/python3.9/site-packages/tensorflow/python/framework/_pywrap_python_api_dispatcher.so;0.02;0;;
/home/aaron/.conda/envs/python3.9.19-env/lib/python3.9/site-packages/tensorflow/python/platform/_pywrap_cpu_feature_guard.so;0.02;0;;
/home/aaron/.conda/envs/python3.9.19-env/lib/python3.9/lib-dynload/select.cpython-39-x86_64-linux-gnu.so;0.01;0;;
/home/aaron/.conda/envs/python3.9.19-env/lib/python3.9/site-packages/h5py/_errors.cpython-39-x86_64-linux-gnu.so;0.01;0;;
/home/aaron/.conda/envs/python3.9.19-env/lib/python3.9/site-packages/optree/_C.cpython-39-x86_64-linux-gnu.so;0.01;0;;
