loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
6665;libtensorflow_framework.so.2;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);5244;;Outermost;0.87;0.2;;;;;;;;
38032;libtensorflow_framework.so.2;Eigen::ThreadPoolTempl<tsl::thread::EigenEnvironment>::WorkerLoop(int);50190;;Innermost;0.7;0.16;;;;;;;;
6662;libtensorflow_framework.so.2;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);5244;;InBetween;0.68;0.16;;;;;;;;
6783;libtensorflow_framework.so.2;tensorflow::SimplePropagatorState::PropagateOutputs(tensorflow::SimplePropagatorState::TaggedNode const&, absl::lts_20230802::InlinedVector<tensorflow::Entry, 4ul, std::allocator<tensorflow::Entry> >*, absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*);5346;;Single;0.65;0.15;;;;;;;;
6660;libtensorflow_framework.so.2;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::ScheduleReady(absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*, tensorflow::SimplePropagatorState::TaggedNodeReadyQueue*);5243;;Single;0.46;0.11;;;;;;;;
9850;libtensorflow_framework.so.2;tensorflow::OpKernelContext::set_output(int, tensorflow::Tensor const&);8282;;Single;0.46;0.11;;;;;;;;
9847;libtensorflow_framework.so.2;tensorflow::OpKernelContext::forward_input_or_allocate_output(absl::lts_20230802::Span<int const>, int, tensorflow::TensorShape const&, tensorflow::Tensor**, int*);8256;;Single;0.28;0.06;;;;;;;;
6692;libtensorflow_framework.so.2;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::ProcessOutputs(tensorflow::NodeItem const&, tensorflow::OpKernelContext*, tensorflow::Entry*, tensorflow::NodeExecStatsInterface*);5272;;Single;0.2;0.05;;;;;;;;
38031;libtensorflow_framework.so.2;Eigen::ThreadPoolTempl<tsl::thread::EigenEnvironment>::WorkerLoop(int);50190;;Outermost;0.13;0.03;;;;;;;;
6782;libtensorflow_framework.so.2;tensorflow::SimplePropagatorState::PropagateOutputs(tensorflow::SimplePropagatorState::TaggedNode const&, absl::lts_20230802::InlinedVector<tensorflow::Entry, 4ul, std::allocator<tensorflow::Entry> >*, absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*);5346;;Single;0.13;0.03;;;;;;;;
6664;libtensorflow_framework.so.2;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);5244;;Innermost;0.11;0.03;;;;;;;;
7935;libtensorflow_framework.so.2;tensorflow::MklCPUAllocator::DeallocateRaw(void*);6338;;Single;0.11;0.03;;;;;;;;
6666;libtensorflow_framework.so.2;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);5244;;Innermost;0.09;0.02;;;;;;;;
38048;libtensorflow_framework.so.2;tsl::Hash64(char const*, unsigned long, unsigned long);50229;;Single;0.07;0.01;;;;;;;;
25560;libtensorflow_framework.so.2;tsl::BFCAllocator::RegionManager::RegionFor(void const*) const;32722;;Single;0.07;0.01;;;;;;;;
6780;libtensorflow_framework.so.2;tensorflow::SimplePropagatorState::~SimplePropagatorState();5344;;Single;0.07;0.01;;;;;;;;
43819;libtensorflow_framework.so.2;absl::lts_20230802::Mutex::UnlockSlow(absl::lts_20230802::SynchWaitParams*);61057;;Outermost;0.04;0.01;;;;;;;;
36009;libtensorflow_framework.so.2;tensorflow::BCastList<2>::BCastList(absl::lts_20230802::InlinedVector<long, 4ul, std::allocator<long> > const (&) [2], bool, bool);48170;;Innermost;0.02;0;;;;;;;;
36008;libtensorflow_framework.so.2;tensorflow::BCastList<2>::BCastList(absl::lts_20230802::InlinedVector<long, 4ul, std::allocator<long> > const (&) [2], bool, bool);48170;;Outermost;0.02;0;;;;;;;;
43823;libtensorflow_framework.so.2;absl::lts_20230802::Mutex::UnlockSlow(absl::lts_20230802::SynchWaitParams*);61057;;InBetween;0.02;0;;;;;;;;
6680;libtensorflow_framework.so.2;tensorflow::SimplePropagatorState::TaggedNode& absl::lts_20230802::inlined_vector_internal::Storage<tensorflow::SimplePropagatorState::TaggedNode, 16ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >::EmplaceBackSlow<tensorflow::SimplePropagatorState::TaggedNode const&>(tensorflow::SimplePropagatorState::TaggedNode const&);5249;;Single;0.02;0;;;;;;;;
10020;libtensorflow_framework.so.2;absl::lts_20230802::container_internal::raw_hash_set<absl::lts_20230802::container_internal::FlatHashMapPolicy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, absl::lts_20230802::flat_hash_map<std::pair<unsigned long, std::basic_string_view<char, std::char_traits<char> > >, tensorflow::ResourceMgr::ResourceAndName, tensorflow::ResourceMgr::KeyHash, tensorflow::ResourceMgr::KeyEqual, std::allocator<std::pair<std::pair<unsigned long, std::basic_string_view<char, std::char_traits<char> > > const, tensorflow::ResourceMgr::ResourceAndName> > >*>, absl::lts_20230802::container_internal::StringHash, absl::lts_20230802::container_internal::StringEq, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, absl::lts_20230802::flat_hash_map<std::pair<unsigned long, std::basic_string_view<char, std::char_traits<char> > >, tensorflow::ResourceMgr::ResourceAndName, tensorflow::ResourceMgr::KeyHash, tensorflow::ResourceMgr::KeyEqual, std::allocator<std::pair<std::pair<unsigned long, std::basic_string_view<char, std::char_traits<char> > > const, tensorflow::ResourceMgr::ResourceAndName> > >*> > >::const_iterator absl::lts_20230802::container_internal::raw_hash_set<absl::lts_20230802::container_internal::FlatHashMapPolicy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, absl::lts_20230802::flat_hash_map<std::pair<unsigned long, std::basic_string_view<char, std::char_traits<char> > >, tensorflow::ResourceMgr::ResourceAndName, tensorflow::ResourceMgr::KeyHash, tensorflow::ResourceMgr::KeyEqual, std::allocator<std::pair<std::pair<unsigned long, std::basic_string_view<char, std::char_traits<char> > > const, tensorflow::ResourceMgr::ResourceAndName> > >*>, absl::lts_20230802::container_internal::StringHash, absl::lts_20230802::container_internal::StringEq, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, absl::lts_20230802::flat_hash_map<std::pair<unsigned long, std::basic_string_view<char, std::char_traits<char> > >, tensorflow::ResourceMgr::ResourceAndName, tensorflow::ResourceMgr::KeyHash, tensorflow::ResourceMgr::KeyEqual, std::allocator<std::pair<std::pair<unsigned long, std::basic_string_view<char, std::char_traits<char> > > const, tensorflow::ResourceMgr::ResourceAndName> > >*> > >::find<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const;8509;;Innermost;0.02;0;;;;;;;;
6663;libtensorflow_framework.so.2;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);5244;;Innermost;0.02;0;;;;;;;;
5469;libtensorflow_framework.so.2;std::_Function_handler<void (absl::lts_20230802::Status const&), tensorflow::(anonymous namespace)::TensorsToFunctionRetsDoneCallback(std::vector<std::variant<tensorflow::Tensor, tensorflow::TensorShape>, std::allocator<std::variant<tensorflow::Tensor, tensorflow::TensorShape> > >*, std::vector<tensorflow::Tensor, std::allocator<tensorflow::Tensor> >*, std::function<void (absl::lts_20230802::Status const&)>)::$_0>::_M_invoke(std::_Any_data const&, absl::lts_20230802::Status const&);4536;;Single;0.02;0;;;;;;;;
15629;libtensorflow_framework.so.2;tensorflow::(anonymous namespace)::Buffer<long>::~Buffer();11728;;Single;0.02;0;;;;;;;;
15616;libtensorflow_framework.so.2;tensorflow::(anonymous namespace)::Buffer<float>::~Buffer();11692;;Single;0.02;0;;;;;;;;
9849;libtensorflow_framework.so.2;tensorflow::OpKernelContext::allocate_temp(tensorflow::DataType, tensorflow::TensorShape const&, tensorflow::Tensor*, tsl::AllocatorAttributes, tsl::AllocationAttributes const&);8278;;Single;0.02;0;;;;;;;;
5512;libtensorflow_framework.so.2;std::_Function_handler<void (absl::lts_20230802::Status const&), tensorflow::ProcessFunctionLibraryRuntime::RunMultiDeviceAsync(tensorflow::FunctionLibraryRuntime::Options const&, unsigned long, std::vector<std::variant<tensorflow::Tensor, tensorflow::TensorShape>, std::allocator<std::variant<tensorflow::Tensor, tensorflow::TensorShape> > >*, std::vector<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> >, std::allocator<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> > > >*, std::function<void (absl::lts_20230802::Status const&)>, std::function<absl::lts_20230802::Status (tensorflow::ProcessFunctionLibraryRuntime::ComponentFunctionData const&, tensorflow::ProcessFunctionLibraryRuntime::InternalArgs*)>) const::$_1>::_M_invoke(std::_Any_data const&, absl::lts_20230802::Status const&);4604;;Innermost;0.02;0;;;;;;;;
5453;libtensorflow_framework.so.2;tensorflow::(anonymous namespace)::FunctionRetsToTensors(std::vector<std::variant<tensorflow::Tensor, tensorflow::TensorShape>, std::allocator<std::variant<tensorflow::Tensor, tensorflow::TensorShape> > > const*, std::vector<tensorflow::Tensor, std::allocator<tensorflow::Tensor> >*);4512;;Single;0.02;0;;;;;;;;
