loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
38032;libtensorflow_framework.so.2;Eigen::ThreadPoolTempl<tsl::thread::EigenEnvironment>::WorkerLoop(int);50190;;Innermost;1.05;0.26;;;;;;;;
6665;libtensorflow_framework.so.2;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);5244;;Outermost;0.92;0.23;;;;;;;;
6660;libtensorflow_framework.so.2;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::ScheduleReady(absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*, tensorflow::SimplePropagatorState::TaggedNodeReadyQueue*);5243;;Single;0.64;0.16;;;;;;;;
6783;libtensorflow_framework.so.2;tensorflow::SimplePropagatorState::PropagateOutputs(tensorflow::SimplePropagatorState::TaggedNode const&, absl::lts_20230802::InlinedVector<tensorflow::Entry, 4ul, std::allocator<tensorflow::Entry> >*, absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*);5346;;Single;0.56;0.14;;;;;;;;
9850;libtensorflow_framework.so.2;tensorflow::OpKernelContext::set_output(int, tensorflow::Tensor const&);8282;;Single;0.44;0.11;;;;;;;;
9847;libtensorflow_framework.so.2;tensorflow::OpKernelContext::forward_input_or_allocate_output(absl::lts_20230802::Span<int const>, int, tensorflow::TensorShape const&, tensorflow::Tensor**, int*);8256;;Single;0.36;0.09;;;;;;;;
6662;libtensorflow_framework.so.2;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);5244;;InBetween;0.28;0.07;;;;;;;;
6782;libtensorflow_framework.so.2;tensorflow::SimplePropagatorState::PropagateOutputs(tensorflow::SimplePropagatorState::TaggedNode const&, absl::lts_20230802::InlinedVector<tensorflow::Entry, 4ul, std::allocator<tensorflow::Entry> >*, absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*);5346;;Single;0.22;0.06;;;;;;;;
6692;libtensorflow_framework.so.2;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::ProcessOutputs(tensorflow::NodeItem const&, tensorflow::OpKernelContext*, tensorflow::Entry*, tensorflow::NodeExecStatsInterface*);5272;;Single;0.14;0.04;;;;;;;;
38031;libtensorflow_framework.so.2;Eigen::ThreadPoolTempl<tsl::thread::EigenEnvironment>::WorkerLoop(int);50190;;Outermost;0.08;0.02;;;;;;;;
