loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
16;al_dense_c_extension_lib.cpython-312-x86_64-linux-gnu.so;matrix_multiply;10;al_dense_c_extension_lib.c:433-437;Innermost;4.53;0.85;;;;;;;;
837;libpython3.12.so.1.0;list_traverse;1347;listobject.c:2704-2705;Single;3.1;0.58;;;;;;;;
845;libpython3.12.so.1.0;list_dealloc;1370;object.h:243-243,object.h:701-706,object.h:798-798,listobject.c:355-358;Single;2.78;0.52;;;;;;;;
11;al_dense_c_extension_lib.cpython-312-x86_64-linux-gnu.so;vector_addition;7;al_dense_c_extension_lib.c:49-55;Single;0.24;0.04;;;;;;;;
10;al_dense_c_extension_lib.cpython-312-x86_64-linux-gnu.so;hadamard_product;6;al_dense_c_extension_lib.c:109-115;Single;0.19;0.03;;;;;;;;
9;al_dense_c_extension_lib.cpython-312-x86_64-linux-gnu.so;saxpy;5;al_dense_c_extension_lib.c:142-148;Single;0.16;0.03;;;;;;;;
13;al_dense_c_extension_lib.cpython-312-x86_64-linux-gnu.so;dot_product;9;al_dense_c_extension_lib.c:79-84;Single;0.11;0.02;;;;;;;;
12;al_dense_c_extension_lib.cpython-312-x86_64-linux-gnu.so;vector_scalar_multiply;8;al_dense_c_extension_lib.c:20-24;Single;0.11;0.02;;;;;;;;
19;al_dense_c_extension_lib.cpython-312-x86_64-linux-gnu.so;matrix_addition;11;al_dense_c_extension_lib.c:236-241,al_dense_c_extension_lib.c:247-247;Innermost;0.05;0.01;;;;;;;;
1;al_dense_c_extension_lib.cpython-312-x86_64-linux-gnu.so;matrix_vector_multiply;2;al_dense_c_extension_lib.c:343-348;Innermost;0.03;0;;;;;;;;
