block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
50083;libpython3.12.so.1.0;listobject.c:255-256;40.57;7.65;;;;;;;;
176421;libpython3.12.so.1.0;pycore_object.h:331-331,object.h:220-220;5.03;0.95;;;;;;;;
176431;libpython3.12.so.1.0;pycore_object.h:331-331,object.h:220-220;4.92;0.93;;;;;;;;
50079;libpython3.12.so.1.0;object.h:967-967,listobject.c:245-246;3.6;0.68;;;;;;;;
48069;libpython3.12.so.1.0;listobject.c:2705-2705;2.7;0.51;;;;;;;;
48449;libpython3.12.so.1.0;object.h:243-243,object.h:701-701;2.3;0.43;;;;;;;;
50081;libpython3.12.so.1.0;listobject.c:250-250;2.17;0.41;;;;;;;;
45032;libpython3.12.so.1.0;floatobject.c:345-345;1.75;0.33;;;;;;;;
645;al_dense_c_extension_lib.cpython-312-x86_64-linux-gnu.so;al_dense_c_extension_lib.c:434-437;1.75;0.33;;;;;;;;
44279;libpython3.12.so.1.0;floatobject.c:136-137,pycore_pystate.h:118-118;1.56;0.29;;;;;;;;
45009;libpython3.12.so.1.0;floatobject.c:290-295;1.46;0.27;;;;;;;;
66623;libpython3.12.so.1.0;obmalloc.c:1540-1544;1.27;0.24;;;;;;;;
66621;libpython3.12.so.1.0;obmalloc.c:1531-1535;1.22;0.23;;;;;;;;
650;al_dense_c_extension_lib.cpython-312-x86_64-linux-gnu.so;al_dense_c_extension_lib.c:433-437;1.11;0.21;;;;;;;;
66331;libpython3.12.so.1.0;obmalloc.c:1028-1029;0.9;0.17;;;;;;;;
45011;libpython3.12.so.1.0;floatobject.c:295-295,object.h:220-220,object.h:382-382;0.9;0.17;;;;;;;;
66333;libpython3.12.so.1.0;obmalloc.c:1126-1129;0.87;0.16;;;;;;;;
66327;libpython3.12.so.1.0;obmalloc.c:1017-1017,obmalloc.c:1795-1795;0.64;0.12;;;;;;;;
66616;libpython3.12.so.1.0;obmalloc.c:859-859,pycore_pystate.h:27-27,pycore_pystate.h:118-118;0.5;0.09;;;;;;;;
66635;libpython3.12.so.1.0;obmalloc.c:1359-1362;0.42;0.08;;;;;;;;
48444;libpython3.12.so.1.0;object.h:798-798,listobject.c:356-356;0.42;0.08;;;;;;;;
48071;libpython3.12.so.1.0;listobject.c:2705-2705;0.4;0.07;;;;;;;;
66326;libpython3.12.so.1.0;obmalloc.c:859-859,pycore_pystate.h:27-27,pycore_pystate.h:118-118;0.4;0.07;;;;;;;;
66625;libpython3.12.so.1.0;obmalloc.c:1574-1574;0.37;0.07;;;;;;;;
643;al_dense_c_extension_lib.cpython-312-x86_64-linux-gnu.so;al_dense_c_extension_lib.c:435-437;0.34;0.06;;;;;;;;
176432;libpython3.12.so.1.0;gcmodule.c:556-556;0.32;0.06;;;;;;;;
66332;libpython3.12.so.1.0;obmalloc.c:1124-1129;0.32;0.06;;;;;;;;
646;al_dense_c_extension_lib.cpython-312-x86_64-linux-gnu.so;al_dense_c_extension_lib.c:434-435;0.32;0.06;;;;;;;;
649;al_dense_c_extension_lib.cpython-312-x86_64-linux-gnu.so;al_dense_c_extension_lib.c:437-437;0.29;0.05;;;;;;;;
66325;libpython3.12.so.1.0;obmalloc.c:1844-1844,pycore_pystate.h:118-118;0.26;0.05;;;;;;;;
64580;libpython3.12.so.1.0;object.c:2197-2197,object.c:2210-2210;0.26;0.05;;;;;;;;
43967;libpython3.12.so.1.0;floatobject.c:260-260,pycore_pystate.h:118-118;0.26;0.05;;;;;;;;
648;al_dense_c_extension_lib.cpython-312-x86_64-linux-gnu.so;al_dense_c_extension_lib.c:435-437;0.26;0.05;;;;;;;;
641;al_dense_c_extension_lib.cpython-312-x86_64-linux-gnu.so;al_dense_c_extension_lib.c:434-435;0.24;0.04;;;;;;;;
176422;libpython3.12.so.1.0;gcmodule.c:476-476;0.21;0.04;;;;;;;;
50307;libpython3.12.so.1.0;longobject.c:3283-3283;0.21;0.04;;;;;;;;
44278;libpython3.12.so.1.0;floatobject.c:132-132,pycore_pystate.h:118-118;0.21;0.04;;;;;;;;
43964;libpython3.12.so.1.0;floatobject.c:275-275,pycore_pystate.h:118-118;0.21;0.04;;;;;;;;
