loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
156;_tree.cpython-312-x86_64-linux-gnu.so;__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_dense(__pyx_obj_7sklearn_4tree_5_tree_Tree*, _object*);245;;Innermost;4.51;3.06;;;;;;;;
1405;python3.12;_PyEvalFrameClearAndPop;5126;object.c:2611-2611,object.c:2625-2625,frame.c:139-140,object.h:243-243,object.h:701-705,object.h:798-798;Single;0.57;0.38;;;;;;;;
1230;python3.12;initialize_locals;5058;object.c:864-864,object.c:871-875,object.h:243-243,object.h:647-647,object.h:701-701,object.h:967-967,ceval.c:1373-1376,ceval.c:1379-1379,ceval.c:1388-1391,ceval.c:1397-1400,ceval.c:1403-1403,ceval.c:1409-1409,ceval.c:1425-1425,ceval.c:1428-1428,ceval.c:1439-1439,ceval.c:1445-1445;Outermost;0.45;0.31;;;;;;;;
936;python3.12;_Py_dict_lookup;4867;dictobject.c:934-937;Innermost;0.45;0.3;;;;;;;;
934;python3.12;_Py_dict_lookup;4867;unicodeobject.h:219-219,unicodeobject.h:247-250,unicodeobject.h:262-262,unicodeobject.h:280-280,dictobject.c:344-344,dictobject.c:348-350,dictobject.c:353-353,dictobject.c:360-360,dictobject.c:932-933,dictobject.c:937-938,dictobject.c:942-942,dictobject.c:945-946,dictobject.c:949-949,dictobject.c:954-954,dictobject.c:958-958,dictobject.c:961-962,eq.h:9-16;Outermost;0.42;0.29;;;;;;;;
935;python3.12;_Py_dict_lookup;4867;dictobject.c:344-346,dictobject.c:933-933,dictobject.c:942-953,dictobject.c:961-962;Innermost;0.36;0.25;;;;;;;;
155;_tree.cpython-312-x86_64-linux-gnu.so;__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_dense(__pyx_obj_7sklearn_4tree_5_tree_Tree*, _object*);245;;Outermost;0.35;0.23;;;;;;;;
1227;python3.12;initialize_locals;5058;dictobject.c:284-284,dictobject.c:1755-1769,object.h:644-647,object.h:967-967,ceval.c:1489-1496;Innermost;0.32;0.22;;;;;;;;
1603;python3.12;_Py_type_getattro;5278;pycore_pystate.h:118-118,object.c:2611-2611,object.c:2625-2625,typeobject.c:891-913,typeobject.c:4725-4733,typeobject.c:4741-4743,typeobject.c:4758-4766,typeobject.c:4815-4829,typeobject.c:4839-4849,typeobject.c:4860-4862,typeobject.c:4869-4869,typeobject.c:4875-4875,typeobject.c:4882-4882,typeobject.c:4890-4891,pycore_object.h:150-150,object.h:220-220,object.h:243-243,object.h:644-647,object.h:701-705,object.h:798-798;Single;0.25;0.17;;;;;;;;
940;python3.12;_Py_dict_lookup;4867;unicodeobject.h:250-250,dictobject.c:1059-1062;Innermost;0.24;0.16;;;;;;;;
1568;python3.12;PyTraceBack_Here;5254;codeobject.c:456-459,codeobject.c:471-472,codeobject.c:482-485,codeobject.c:494-494,codeobject.c:857-857,codeobject.c:873-873,codeobject.c:887-887,codeobject.c:961-963,codeobject.c:968-972,codeobject.c:1071-1071;Outermost;0.24;0.16;;;;;;;;
938;python3.12;_Py_dict_lookup;4867;unicodeobject.h:250-250,dictobject.c:927-929,dictobject.c:958-958,dictobject.c:1053-1053,dictobject.c:1063-1063,pycore_dict.h:134-135;Outermost;0.13;0.09;;;;;;;;
1035;python3.12;find_name_in_mro;4949;pycore_pystate.h:118-118,typeobject.c:225-231,typeobject.c:4679-4687,dictobject.c:1733-1740,pycore_pyerrors.h:23-23,object.h:967-967;Single;0.11;0.08;;;;;;;;
