loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
38032;libtensorflow_framework.so.2;Eigen::ThreadPoolTempl<tsl::thread::EigenEnvironment>::WorkerLoop(int);50190;;Innermost;0.54;0.17;0;0.02;0.23;5.5905737876892;0.056774407625198;16;;
1175;python3.9;function_code_fastcall;4304;object.c:1824-1824,object.c:2205-2205,object.c:2209-2209,call.c:326-328,call.c:332-334,call.c:337-339,call.c:342-342,object.h:133-133,object.h:408-408,object.h:422-422,object.h:487-487,frameobject.c:805-806,frameobject.c:816-824,frameobject.c:894-897,frameobject.c:900-902,frameobject.c:905-905,frameobject.c:917-917,frameobject.c:920-926,pycore_ceval.h:40-40;Outermost;0.54;0.17;0.36;0.36;0.36;0;0;1;;
801;python3.9;lookdict_unicode_nodummy;4115;dictobject.c:344-346,dictobject.c:893-906;Innermost;0.52;0.17;0.35;0.35;0.35;0;0;1;;
1156;python3.9;member_get;4294;structmember.c:88-88,descrobject.c:77-77,descrobject.c:163-163,descrobject.c:167-168,descrobject.c:175-175,typeobject.c:1432-1432;Outermost;0.49;0.15;0.32;0.32;0.32;0;0;1;;
947;python3.9;find_name_in_mro;4197;pycore_pystate.h:55-55,object.h:628-628,typeobject.c:3223-3223,typeobject.c:3226-3226,typeobject.c:3229-3231,dictobject.c:880-882,dictobject.c:885-888,dictobject.c:902-902,dictobject.c:1439-1439,dictobject.c:1444-1445,dictobject.c:1448-1448;Outermost;0.34;0.11;0.22;0.22;0.22;0;0;1;;
837;python3.9;_PyDict_GetItemIdWithError;4134;unicodeobject.c:2306-2316,object.h:628-628,dictobject.c:880-882,dictobject.c:885-888,dictobject.c:902-902,dictobject.c:1439-1439,dictobject.c:1444-1445,dictobject.c:1448-1448,dictobject.c:1487-1489,dictobject.c:1492-1492;Outermost;0.33;0.1;0.22;0.22;0.22;0;0;1;;
6665;libtensorflow_framework.so.2;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);5244;;Outermost;0.29;0.09;0;0.1;0.19;6.6268606185913;0.1308147162199;2;;
839;python3.9;_PyDict_GetItemIdWithError;4134;dictobject.c:344-346,dictobject.c:893-906;Innermost;0.28;0.09;0.19;0.19;0.19;0;0;1;;
6660;libtensorflow_framework.so.2;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::ScheduleReady(absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*, tensorflow::SimplePropagatorState::TaggedNodeReadyQueue*);5243;;Single;0.28;0.09;0;0.06;0.18;3.2828569412231;0.10103628784418;3;;
906;python3.9;deduce_unreachable;4172;gcmodule.c:108-108,gcmodule.c:413-413;Single;0.28;0.09;0.18;0.18;0.18;0;0;1;;
