module;src_file;score;issue;opts;
python3.7;ceval.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;ceval.c;;"-funroll-loops is missing. ";"";
python3.7;posixmodule.c.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;posixmodule.c.h;;"-funroll-loops is missing. ";"";
python3.7;floatobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;floatobject.c;;"-funroll-loops is missing. ";"";
python3.7;funcobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;funcobject.c;;"-funroll-loops is missing. ";"";
python3.7;join.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;join.h;;"-funroll-loops is missing. ";"";
python3.7;pylifecycle.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;pylifecycle.c;;"-funroll-loops is missing. ";"";
python3.7;pyhash.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;pyhash.c;;"-funroll-loops is missing. ";"";
python3.7;bytesobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;bytesobject.c;;"-funroll-loops is missing. ";"";
python3.7;classobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;classobject.c;;"-funroll-loops is missing. ";"";
python3.7;bltinmodule.c.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;bltinmodule.c.h;;"-funroll-loops is missing. ";"";
python3.7;methodobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;methodobject.c;;"-funroll-loops is missing. ";"";
python3.7;genobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;genobject.c;;"-funroll-loops is missing. ";"";
python3.7;codeobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;codeobject.c;;"-funroll-loops is missing. ";"";
python3.7;obmalloc.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;obmalloc.c;;"-funroll-loops is missing. ";"";
python3.7;capsule.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;capsule.c;;"-funroll-loops is missing. ";"";
python3.7;_abc.c.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;_abc.c.h;;"-funroll-loops is missing. ";"";
python3.7;pystate.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;pystate.c;;"-funroll-loops is missing. ";"";
python3.7;errors.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;errors.c;;"-funroll-loops is missing. ";"";
python3.7;marshal.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;marshal.c;;"-funroll-loops is missing. ";"";
python3.7;unicode_format.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;unicode_format.h;;"-funroll-loops is missing. ";"";
python3.7;thread_pthread.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;thread_pthread.h;;"-funroll-loops is missing. ";"";
python3.7;abstract.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;abstract.c;;"-funroll-loops is missing. ";"";
python3.7;parser.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;parser.c;;"-funroll-loops is missing. ";"";
python3.7;ceval_gil.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;ceval_gil.h;;"-funroll-loops is missing. ";"";
python3.7;cframeobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;cframeobject.c;;"-funroll-loops is missing. ";"";
python3.7;longobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;longobject.c;;"-funroll-loops is missing. ";"";
python3.7;listobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU C99 14.2.1 20240805 -mtune=generic -march=x86-64 -g -O3 -std=c99 -fwrapv ";
python3.7;listobject.c;;"-funroll-loops is missing. ";"";
