loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
674;libpython3.12.so.1.0;_PyCode_CheckLineNumber;766;codeobject.c:456-459,codeobject.c:472-472,codeobject.c:482-485,codeobject.c:494-494,codeobject.c:857-857,codeobject.c:873-873,codeobject.c:887-887,codeobject.c:961-963,codeobject.c:968-969,codeobject.c:1071-1071;Outermost;1.45;0.28;;;;;;;;
675;libpython3.12.so.1.0;_PyCode_CheckLineNumber;766;codeobject.c:971-972;Innermost;0.92;0.18;;;;;;;;
0;libpython3.12.so.1.0;unicodekeys_lookup_unicode;19;dictobject.c:346-346,dictobject.c:933-962,unicodeobject.h:219-219,unicodeobject.h:248-248,unicodeobject.h:256-262,unicodeobject.h:280-280,eq.h:9-16;Single;0.66;0.13;;;;;;;;
3252;libpython3.12.so.1.0;_PyFrame_ClearExceptCode;3423;object.h:243-243,object.h:701-706,object.h:798-798,frame.c:139-140;Single;0.64;0.13;;;;;;;;
1;libpython3.12.so.1.0;unicodekeys_lookup_unicode;19;dictobject.c:348-360,dictobject.c:933-962,unicodeobject.h:250-250,unicodeobject.h:256-262,unicodeobject.h:280-280,eq.h:9-16;Single;0.53;0.1;;;;;;;;
3964;libpython3.12.so.1.0;gc_collect_main;4431;gcmodule.c:107-107,gcmodule.c:289-292,gcmodule.c:424-424,gcmodule.c:430-431,pycore_pystate.h:118-118,pycore_gc.h:59-68,pycore_gc.h:74-74,object.h:243-243;Innermost;0.46;0.09;;;;;;;;
1388;libpython3.12.so.1.0;tupledealloc;2130;tupleobject.c:205-206,object.h:243-243,object.h:701-706,object.h:798-798;Single;0.43;0.09;;;;;;;;
3960;libpython3.12.so.1.0;gc_collect_main;4431;gcmodule.c:322-323,pycore_gc.h:60-60;Innermost;0.38;0.08;;;;;;;;
1146;libpython3.12.so.1.0;_Py_dict_lookup;1564;dictobject.c:881-883,dictobject.c:972-974,dictobject.c:1059-1063,dictobject.c:1078-1078,pycore_dict.h:134-135;Outermost;0.33;0.06;;;;;;;;
3962;libpython3.12.so.1.0;gc_collect_main;4431;gcmodule.c:648-652,pycore_gc.h:60-60;Innermost;0.25;0.05;;;;;;;;
