module;src_file;score;issue;opts;
python3.12;methodobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;methodobject.c;;"-funroll-loops is missing. ";"";
python3.12;pyhash.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;pyhash.c;;"-funroll-loops is missing. ";"";
python3.12;symtable.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;symtable.c;;"-funroll-loops is missing. ";"";
python3.12;bltinmodule.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;bltinmodule.c;;"-funroll-loops is missing. ";"";
python3.12;_collectionsmodule.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;_collectionsmodule.c;;"-funroll-loops is missing. ";"";
python3.12;pycore_gc.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;pycore_gc.h;;"-funroll-loops is missing. ";"";
python3.12;object.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;object.h;;"-funroll-loops is missing. ";"";
python3.12;marshal.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;marshal.c;;"-funroll-loops is missing. ";"";
python3.12;abstract.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;abstract.c;;"-funroll-loops is missing. ";"";
python3.12;call.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;call.c;;"-funroll-loops is missing. ";"";
python3.12;ceval.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;ceval.c;;"-funroll-loops is missing. ";"";
python3.12;context.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;context.c;;"-funroll-loops is missing. ";"";
python3.12;classobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;classobject.c;;"-funroll-loops is missing. ";"";
python3.12;_functoolsmodule.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;_functoolsmodule.c;;"-funroll-loops is missing. ";"";
python3.12;typeobject.c.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;typeobject.c.h;;"-funroll-loops is missing. ";"";
python3.12;ceval_gil.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;ceval_gil.c;;"-funroll-loops is missing. ";"";
python3.12;posixmodule.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;posixmodule.c;;"-funroll-loops is missing. ";"";
python3.12;specialize.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;specialize.c;;"-funroll-loops is missing. ";"";
